response_id,age_group,gender,employment_status,income,education,location_type,household_size,health_consciousness,exercise_frequency,fitness_goal,hydration_importance,daily_water_intake,bottle_type,monthly_beverage_spend,interest_level,purchase_likelihood,willingness_to_pay_continuous,willingness_to_pay_category,weekly_usage,purchase_preference,sustainability_importance,early_adopter_score,premium_willingness_score,health_condition_Diabetes (Type 1 or 2),health_condition_High blood pressure,health_condition_High cholesterol,health_condition_Heart disease,health_condition_Kidney disease,health_condition_Food allergies,health_condition_None of the above,barrier_I forget to drink,barrier_Plain water is boring/tasteless,barrier_I don't feel thirsty,barrier_It's inconvenient to carry water,barrier_I prefer other beverages,"barrier_Health reasons (frequent bathroom trips, etc.)",barrier_Nothing prevents me,consume_location_At home,consume_location_At work/school,consume_location_At the gym,consume_location_During commute,consume_location_Restaurants/cafes,consume_location_Outdoor activities,beverage_Plain water,"beverage_Flavored water (e.g., LaCroix, Hint)","beverage_Sports drinks (e.g., Gatorade, Powerade)","beverage_Energy drinks (e.g., Red Bull, Monster)","beverage_Enhanced water (e.g., Vitaminwater, Smartwater)",beverage_Coffee,beverage_Tea,beverage_Soda/soft drinks,beverage_Juice,beverage_Protein shakes,beverage_Pre-workout drinks,"beverage_Electrolyte tablets/powders (e.g., Nuun, Liquid I.V.)","beverage_Squeeze flavor enhancers (e.g., MiO, Crystal Light)",beverage_Kombucha,beverage_Coconut water,priority_Taste/flavor variety,"priority_Nutritional benefits (vitamins, minerals)",priority_Low/zero sugar,priority_Natural ingredients,priority_Caffeine content,priority_Electrolytes,priority_Protein content,priority_Convenience/portability,priority_Price/affordability,priority_Brand reputation,priority_Environmental sustainability,priority_No artificial ingredients,used_product_Cirkul (flavor cartridge bottle),used_product_Air Up (scent-based bottle),used_product_MiO/liquid flavor drops,"used_product_Dissolvable tablets (Nuun, Liquid I.V.)","used_product_Powder packets (Crystal Light, etc.)",used_product_Pre-flavored bottled water,used_product_None of the above,appealing_Convenience/ease of use,appealing_Portion control,appealing_No mixing required,appealing_Flavor variety,appealing_Nutritional customization,appealing_Portability,appealing_Hygiene (single-use),appealing_Helps me drink more water,appealing_Health benefits,appealing_Nothing appeals to me,concern_Price/cost per use,concern_Environmental waste (single-use plastic),concern_Powder might not dissolve well,concern_Artificial ingredients,concern_Limited flavor options,concern_Not compatible with my bottle,concern_Prefer other methods,concern_No concerns,price_15_perception,price_25_perception,price_35_perception,price_45_perception,price_60_perception,"flavor_Citrus (lemon, lime, orange)","flavor_Berry (strawberry, blueberry, raspberry)","flavor_Tropical (mango, pineapple, coconut)",flavor_Mint/herbal,flavor_Green tea/matcha,flavor_Coffee-flavored,flavor_Neutral/unflavored (just nutrients),flavor_Sour/tangy,flavor_Sweet/dessert-inspired,"benefit_rank_Energy boost (caffeine, B-vitamins)",benefit_rank_Hydration/electrolytes,"benefit_rank_Immunity support (Vitamin C, zinc)",benefit_rank_Focus/mental clarity,benefit_rank_Recovery (post-workout),benefit_rank_Digestive health (probiotics),benefit_rank_Antioxidants,"benefit_rank_Skin health (collagen, biotin)",benefit_rank_Weight management,benefit_rank_General vitamins/minerals,specialized_Sugar-free (for diabetics),specialized_Keto-friendly,specialized_Vegan,specialized_Organic/natural only,"specialized_Allergen-free (gluten, dairy, soy)",specialized_Kid-friendly formulas,"specialized_Senior-optimized (bone health, etc.)",specialized_Athletic performance,specialized_None - prefer standard versions,"discovery_Social media (Instagram, TikTok, Facebook)",discovery_Friends/family recommendations,discovery_Health/fitness influencers,discovery_Online reviews,discovery_In-store displays,discovery_TV/online ads,discovery_Health blogs/websites,discovery_Nutritionist/doctor recommendation
338,45-54,Female,Self-employed,"$75,000 - $99,999",Bachelor's degree,Suburban area,1 (Just me),4,Daily,General fitness/health,4,Nov-13,Stainless steel/insulated bottles,Less than $20,4,Might or might not purchase,1.59,$1.51 - $2.00,06-Oct,"Multi-packs (e.g., 10-pack, 20-pack)",2,2,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,Too Cheap,Bargain,Acceptable,Acceptable,Acceptable,1,1,0,0,1,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
339,35-44,Male,Employed full-time,"$25,000 - $49,999",Doctoral or professional degree,Suburban area,1 (Just me),4,2-3 times per week,Weight loss,4,05-Jul,Stainless steel/insulated bottles,Less than $20,4,Probably would purchase,1.17,$1.01 - $1.50,06-Oct,"Multi-packs (e.g., 10-pack, 20-pack)",3,2,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,Bargain,Bargain,Acceptable,Too Expensive,Too Expensive,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
340,18-24,Female,Employed part-time,"$50,000 - $74,999",High school or less,Suburban area,2,2,Never,General fitness/health,2,Less than 2,I don't carry a water bottle,$60-$79,2,Might or might not purchase,0.73,$0.51 - $0.75,Nov-15,Variety packs (multiple flavors),1,4,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,Bargain,Acceptable,Too Expensive,Too Expensive,Too Expensive,1,1,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
341,35-44,Male,Self-employed,"$100,000 - $149,999",Bachelor's degree,Rural area,4,3,2-3 times per week,Weight loss,2,08-Oct,Reusable plastic bottles,$80-$99,4,Might or might not purchase,2.84,$2.51 - $3.00,06-Oct,Monthly subscription (recurring delivery),4,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,Too Cheap,Too Cheap,Too Cheap,Bargain,Bargain,1,1,1,1,0,0,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
342,35-44,Female,Employed full-time,"$75,000 - $99,999",Some college,Suburban area,4,3,2-3 times per week,General fitness/health,3,05-Jul,Other,$40-$59,4,Probably would purchase,2.31,$2.01 - $2.50,03-May,Monthly subscription (recurring delivery),5,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,Bargain,Too Cheap,Bargain,Acceptable,Acceptable,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
343,25-34,Female,Employed part-time,"$100,000 - $149,999",Some college,Suburban area,1 (Just me),3,2-3 times per week,General fitness/health,2,08-Oct,Glass bottles,$40-$59,4,Definitely would purchase,3.08,$3.01 - $4.00,03-May,"Multi-packs (e.g., 10-pack, 20-pack)",4,5,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,Too Cheap,Bargain,Bargain,Too Cheap,Bargain,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
344,25-34,Female,Employed full-time,"$50,000 - $74,999",High school or less,Urban area (city),2,1,Once a week,Athletic performance,2,Less than 2,Stainless steel/insulated bottles,$40-$59,4,Probably would purchase,1.74,$1.51 - $2.00,Nov-15,Variety packs (multiple flavors),2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,Too Expensive,Bargain,Bargain,Acceptable,Acceptable,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1
345,25-34,Male,Homemaker,"$75,000 - $99,999",Bachelor's degree,Suburban area,1 (Just me),3,Rarely,Muscle building,2,02-Apr,Reusable plastic bottles,Less than $20,4,Probably would purchase,2.67,$2.51 - $3.00,06-Oct,Variety packs (multiple flavors),1,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,Too Cheap,Acceptable,Too Cheap,Bargain,Bargain,0,0,1,0,1,1,0,0,0,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
346,35-44,Male,Employed full-time,"$100,000 - $149,999",Master's degree,Suburban area,1 (Just me),5,Once a week,Weight loss,5,08-Oct,Stainless steel/insulated bottles,$100+,3,Probably would purchase,3.84,$3.01 - $4.00,Nov-15,Monthly subscription (recurring delivery),4,2,3,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,Bargain,Bargain,Too Cheap,Too Cheap,Too Expensive,0,1,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
347,35-44,Male,Student,"$25,000 - $49,999",Bachelor's degree,Urban area (city),3,3,2-3 times per week,General fitness/health,2,05-Jul,Stainless steel/insulated bottles,$60-$79,3,Might or might not purchase,1.35,$1.01 - $1.50,Nov-15,"Multi-packs (e.g., 10-pack, 20-pack)",3,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,Bargain,Bargain,Acceptable,Acceptable,Too Expensive,0,1,0,0,0,0,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0
348,18-24,Female,Employed part-time,"$25,000 - $49,999",High school or less,Urban area (city),3,2,Rarely,No specific goal,2,08-Oct,Stainless steel/insulated bottles,Less than $20,2,Probably would not purchase,0.47,$0.25 - $0.50,01-Feb,Variety packs (multiple flavors),3,4,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,Expensive,Expensive,Too Expensive,Expensive,Too Expensive,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0
349,25-34,Female,Employed full-time,"$75,000 - $99,999",Master's degree,Urban area (city),1 (Just me),3,Rarely,No specific goal,2,02-Apr,Stainless steel/insulated bottles,$20-$39,2,Definitely would not purchase,1.15,$1.01 - $1.50,03-May,Individual caps (as needed),4,1,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,Too Cheap,Bargain,Bargain,Expensive,Too Expensive,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0
350,35-44,Female,Self-employed,"$100,000 - $149,999",Bachelor's degree,Urban area (city),1 (Just me),4,Rarely,General fitness/health,3,05-Jul,Reusable plastic bottles,$60-$79,4,Probably would purchase,3.28,$3.01 - $4.00,06-Oct,Individual caps (as needed),2,4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,Too Cheap,Acceptable,Too Cheap,Too Cheap,Bargain,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
351,35-44,Female,Unemployed,"$25,000 - $49,999",Bachelor's degree,Urban area (city),1 (Just me),4,4-6 times per week,General fitness/health,2,14+,Stainless steel/insulated bottles,Less than $20,4,Probably would purchase,2.2,$2.01 - $2.50,03-May,"Multi-packs (e.g., 10-pack, 20-pack)",4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,Too Cheap,Bargain,Bargain,Acceptable,Acceptable,1,0,0,1,0,0,1,0,0,3,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
352,55-64,Female,Employed part-time,"$25,000 - $49,999",Bachelor's degree,Urban area (city),4,2,Once a week,Weight loss,1,02-Apr,Reusable plastic bottles,$60-$79,2,Probably would not purchase,0.25,$0.25 - $0.50,03-May,Individual caps (as needed),3,3,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,Too Expensive,Expensive,Too Expensive,Too Expensive,Too Expensive,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
353,35-44,Male,Student,"$50,000 - $74,999",Some college,Rural area,5+,4,4-6 times per week,No specific goal,3,Nov-13,Stainless steel/insulated bottles,$60-$79,3,Probably would purchase,1.32,$1.01 - $1.50,01-Feb,Individual caps (as needed),3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,Bargain,Acceptable,Expensive,Expensive,Too Expensive,1,1,1,0,1,1,0,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
354,25-34,Female,Retired,"$50,000 - $74,999",Some college,Suburban area,1 (Just me),3,Never,No specific goal,3,02-Apr,Disposable plastic bottles,$20-$39,3,Might or might not purchase,2.07,$2.01 - $2.50,06-Oct,"Multi-packs (e.g., 10-pack, 20-pack)",5,4,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,Bargain,Bargain,Bargain,Acceptable,Acceptable,1,1,1,0,0,0,1,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
355,18-24,Male,Employed full-time,"Less than $25,000",Master's degree,Urban area (city),1 (Just me),3,4-6 times per week,Muscle building,3,08-Oct,Disposable plastic bottles,Less than $20,4,Probably would purchase,1.3,$1.01 - $1.50,16-20,"Multi-packs (e.g., 10-pack, 20-pack)",3,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,Too Cheap,Bargain,Too Expensive,Expensive,Too Expensive,1,1,1,0,0,0,0,1,0,1,3,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
356,35-44,Male,Employed full-time,"$50,000 - $74,999",Some college,Urban area (city),4,3,2-3 times per week,General fitness/health,2,08-Oct,Reusable plastic bottles,$60-$79,4,Might or might not purchase,1.45,$1.01 - $1.50,01-Feb,Variety packs (multiple flavors),2,2,4,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,Too Cheap,Bargain,Bargain,Acceptable,Too Expensive,1,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
357,18-24,Female,Employed part-time,"Less than $25,000",Bachelor's degree,Suburban area,5+,4,4-6 times per week,Weight loss,3,08-Oct,Stainless steel/insulated bottles,$20-$39,3,Might or might not purchase,1.25,$1.01 - $1.50,06-Oct,Individual caps (as needed),3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,Too Cheap,Bargain,Bargain,Acceptable,Expensive,1,1,0,0,0,1,0,0,1,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,1
358,35-44,Male,Employed full-time,"$50,000 - $74,999",Master's degree,Urban area (city),2,4,4-6 times per week,Stress management,2,Nov-13,Reusable plastic bottles,$40-$59,3,Might or might not purchase,2.72,$2.51 - $3.00,06-Oct,"Specialized bundles (e.g., diabetic-friendly pack)",2,3,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Bargain,Too Cheap,Bargain,Bargain,Bargain,0,1,0,0,0,1,0,0,1,3,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0
359,55-64,Male,Student,"$25,000 - $49,999",Bachelor's degree,Suburban area,1 (Just me),2,Once a week,Weight loss,2,05-Jul,I don't carry a water bottle,Less than $20,4,Definitely would purchase,1.4,$1.01 - $1.50,06-Oct,"Multi-packs (e.g., 10-pack, 20-pack)",4,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,Bargain,Bargain,Acceptable,Acceptable,Expensive,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
360,35-44,Female,Retired,"$50,000 - $74,999",High school or less,Suburban area,1 (Just me),4,Never,Stress management,5,05-Jul,Stainless steel/insulated bottles,Less than $20,4,Might or might not purchase,2.1,$2.01 - $2.50,06-Oct,Monthly subscription (recurring delivery),3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,Too Cheap,Too Cheap,Bargain,Acceptable,Bargain,1,0,1,0,0,1,1,1,1,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
361,25-34,Male,Employed full-time,"$75,000 - $99,999",High school or less,Suburban area,3,2,4-6 times per week,Muscle building,3,05-Jul,Stainless steel/insulated bottles,$40-$59,2,Probably would not purchase,0.77,$0.76 - $1.00,01-Feb,Individual caps (as needed),3,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,Bargain,Acceptable,Expensive,Too Expensive,Too Expensive,1,1,1,1,0,1,0,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0
362,35-44,Female,Employed full-time,"$75,000 - $99,999",High school or less,Urban area (city),2,3,2-3 times per week,General fitness/health,3,08-Oct,Disposable plastic bottles,$40-$59,3,Definitely would not purchase,1.84,$1.51 - $2.00,03-May,"Multi-packs (e.g., 10-pack, 20-pack)",2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,Too Cheap,Bargain,Acceptable,Acceptable,Bargain,1,1,0,0,1,1,1,0,0,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
363,35-44,Male,Student,"$25,000 - $49,999",Bachelor's degree,Suburban area,1 (Just me),3,Daily,Athletic performance,3,02-Apr,Stainless steel/insulated bottles,Less than $20,5,Probably would purchase,1.06,$1.01 - $1.50,03-May,"Specialized bundles (e.g., diabetic-friendly pack)",1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,Bargain,Bargain,Expensive,Expensive,Too Expensive,1,1,0,0,1,1,0,1,0,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0
364,35-44,Male,Employed full-time,"$100,000 - $149,999",Bachelor's degree,Urban area (city),3,3,4-6 times per week,General fitness/health,4,05-Jul,Stainless steel/insulated bottles,$20-$39,4,Definitely would purchase,3.27,$3.01 - $4.00,16-20,Variety packs (multiple flavors),2,5,4,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,Too Cheap,Too Cheap,Expensive,Too Cheap,Bargain,1,1,1,0,0,0,0,0,1,3,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
365,55-64,Male,Student,"$25,000 - $49,999",High school or less,Rural area,1 (Just me),4,4-6 times per week,General fitness/health,4,08-Oct,Other,$20-$39,3,Probably would not purchase,1.28,$1.01 - $1.50,03-May,Individual caps (as needed),2,4,3,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,Bargain,Bargain,Acceptable,Acceptable,Too Expensive,1,0,0,1,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
366,25-34,Male,Employed full-time,"$200,000+",Doctoral or professional degree,Suburban area,4,3,2-3 times per week,Stress management,3,05-Jul,Stainless steel/insulated bottles,$60-$79,4,Might or might not purchase,3.21,$3.01 - $4.00,16-20,"Multi-packs (e.g., 10-pack, 20-pack)",1,3,4,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,Bargain,Bargain,Bargain,Too Cheap,Bargain,0,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
367,65+,Female,Self-employed,"$25,000 - $49,999",Bachelor's degree,Urban area (city),2,2,2-3 times per week,Weight loss,1,08-Oct,Stainless steel/insulated bottles,Less than $20,4,Might or might not purchase,1.39,$1.01 - $1.50,03-May,"Multi-packs (e.g., 10-pack, 20-pack)",5,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,Too Cheap,Bargain,Acceptable,Expensive,Expensive,1,1,1,0,0,1,1,0,1,1,2,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,55-64,Male,Employed full-time,"$25,000 - $49,999",Some college,Urban area (city),1 (Just me),3,2-3 times per week,Muscle building,1,05-Jul,I don't carry a water bottle,$40-$59,4,Definitely would purchase,0.49,$0.25 - $0.50,06-Oct,Individual caps (as needed),3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,Acceptable,Too Expensive,Too Expensive,Too Expensive,Too Expensive,1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
